163.9395,165.2647,166.192,167.6543,167.6543,168.869,169.897,171.2734,172.2917,173.6522,175.4572,177.2406,177.2406,179.2612,181.3459,182.4289,184.3821,185.5102,187.7482,187.4217,188.6964,189.5676,190.7364,192.6957,192.4826,192.6848,191.1028,192.6292,192.0966,193.758,193.5403,194.9596,194.5856,194.6773,194.6773,194.8459,192.6124,193.5637,192.2176,194.1288,197.5835,198.8529,198.8529,195.9908,194.7436,194.9869,194.2527,194.03,194.2326,194.1854,194.1381,194.5824,194.4225,195.261,193.2245,185.9081,181.6202,177.7079,174.4485,163.7495,158.9382,155.6646,156.8382,161.5251,161.5251,162.6149,164.6302,165.4432,166.0317,165.6153,166.4698,165.6894,165.6894,165.3733,166.712,166.9772,168.1761,168.6824,169.9414,169.4154,171.0062,171.7086,173.4754,174.4119,176.483,178.8172,178.8172,179.7409,181.6355,183.5994,185.5977,186.9591,188.8901,189.9579,189.9579,192.6308,194.583,194.9721,196.1472,197.8264,198.9872,198.3446,198.8362,200.1305,201.3613,203.3871,203.6041,201.9495,202.4608,202.8527,203.2832,203.1041,203.378,202.8367,202.9544,201.8245,201.8245,201.3201,201.3492,200.5436,200.9314,200.6632,201.04,200.1422,200.1422,199.3921,199.4295,198.1857,198.2841,196.9036,196.4088,195.2466,194.9247,193.6148,193.7417,193.3139,193.6116,193.6012,194.2069,193.337,193.7232,192.9958,192.9278,191.9676,191.9676,190.7321,190.7321,189.9633,190.1764,190.0342,190.4935,191.0905,191.5949,192.0257,192.0257,192.2524,193.0935,193.6398,194.359,193.0749,192.5639,190.8689,190.9054,190.0344,190.0613,187.462,187.3608,186.1825,187.5333,185.969,186.4191,184.0834,183.6127,180.8229,179.7963,175.2292,175.2292,171.8679,172.384,168.6185,168.8919,165.5737,167.0827,172.6147,172.6147,187.8327,204.5462,220.4311,226.8426,236.7133,247.015,256.1346,280.8354,320.4343,336.2591,349.5909,357.6835,361.5998,361.5998,367.2204,377.7199,399.1375,418.7953,454.3038,477.7628,508.9569,508.9569,532.9051,550.8051,556.8544,559.9078,561.5151,569.4943,561.6265,562.4257,549.343,553.4518,546.8892,540.1615,525.3555,526.3314,516.3334,518.0897,510.7534,511.3566,504.2722,505.4431,498.8336,498.8336,492.9072,494.3228,489.472,491.6221,488.7999,492.4756,492.1575,492.1575,491.0029
164.3415,164.8278,165.7883,167.2189,168.1204,169.4001,170.2808,171.4355,171.4355,172.9384,174.0864,176.0295,177.3166,179.3847,180.7678,182.2968,182.2968,184.0059,185.3288,187.3728,188.6299,190.9473,191.904,193.6737,194.5022,197.2626,195.0687,195.8408,194.4981,196.7467,195.6382,200.1191,198.5173,200.2666,197.9049,198.0757,195.3797,196.5323,196.5323,197.6184,196.2457,198.5304,198.0296,198.5381,196.4466,199.6153,196.481,196.0848,194.7348,194.9537,194.5269,196.2232,195.4715,197.0125,195.431,190.7477,183.7236,175.8442,169.739,160.3883,160.3883,156.8058,156.9203,161.7051,162.4227,162.278,163.54,164.3018,164.3018,164.8672,165.3996,165.4297,164.8865,164.6822,165.7238,164.9805,166.1527,166.6667,167.9891,168.513,170.1411,170.9104,172.7248,171.95,173.9518,175.4334,177.7834,179.1338,181.2989,182.6877,182.6877,183.8259,186.1444,187.9253,190.5785,192.8033,194.0063,194.015,194.015,195.6808,197.2271,197.4376,198.8919,199.3671,201.6802,201.8001,202.2097,201.0776,202.0048,202.5375,202.9437,202.0912,202.6586,201.5385,202.0399,201.4466,201.1643,199.8827,199.9454,199.6138,199.6138,199.1554,199.6662,199.0044,199.2299,198.3653,198.2181,196.8551,196.8551,195.9208,195.7874,193.9789,193.7206,192.599,192.979,192.4153,192.844,192.5941,193.029,192.4487,192.8179,191.799,191.799,190.7767,190.7627,189.6802,189.8337,189.1979,189.656,189.3305,189.3305,189.4603,190.4561,190.2989,191.2774,191.2394,192.4181,191.8238,192.722,192.1895,191.6015,189.2901,189.6094,188.4832,188.0562,185.7744,185.5494,184.2992,184.2556,184.4428,184.943,181.6642,181.6642,178.5955,178.3439,173.5614,171.5412,167.9832,168.6855,164.1745,164.1745,162.9447,165.6761,171.1125,176.4074,199.2608,212.6305,217.9869,223.2503,232.69,241.8913,266.493,294.1067,326.7177,340.4268,337.1637,345.6462,347.8174,356.9618,370.7334,384.0367,410.8996,410.8996,450.0333,468.938,498.1354,514.4485,540.8545,553.2938,547.9891,547.9891,543.5562,554.1289,553.3883,550.8239,541.38,546.8336,537.7474,535.9645,517.0526,515.664,507.7755,509.7397,502.8413,503.3831,495.5992,496.5351,490.3017,491.5284,486.0705,487.7016,483.4813,483.4813,480.6524,484.0623,483.5974,487.3221,485.81
163.7535,164.8278,166.2478,167.2189,167.4036,168.4513,169.4496,170.4165,171.7609,172.9384,174.8882,176.0295,177.1196,178.4811,180.3664,181.0308,182.9743,184.0059,186.3029,186.3029,188.8016,189.7509,192.7854,193.6737,196.5316,197.2626,198.1861,198.1861,200.8367,198.4882,202.0486,200.1191,203.2403,200.2666,204.7031,201.217,202.3561,198.8728,200.5811,197.6184,199.1622,198.5304,201.8115,200.6167,202.3817,199.6153,198.3874,196.0848,196.232,196.232,196.6007,196.3979,198.936,197.0125,195.0929,190.7477,182.1902,182.1902,172.7598,166.1855,159.1201,156.8058,160.2772,161.7051,163.4312,162.5209,162.0283,163.3871,163.7673,164.8672,165.0691,165.4297,164.1508,164.3806,164.2018,164.9805,165.3862,166.6667,167.095,167.095,167.5095,169.1148,170.1226,171.95,173.3608,175.4334,174.6231,177.0664,177.9713,180.3916,181.6268,183.8259,186.0747,187.9253,188.3116,191.1422,191.6864,192.454,193.892,195.6808,196.3164,196.3164,197.3691,198.7863,199.8913,201.8001,200.6555,201.0776,201.6886,201.6886,201.7675,202.001,201.3704,201.5385,201.1347,201.4466,200.814,200.3339,198.4667,199.0971,198.5606,199.1554,198.6644,199.0044,198.3431,198.462,197.2266,197.112,195.7133,195.9208,194.4474,194.4474,192.88,192.5384,191.9375,192.4153,192.2671,192.5941,192.3005,192.3005,191.6109,191.7314,190.6366,190.7767,189.7302,189.6802,188.694,188.9814,188.5382,189.1381,188.6432,189.4603,189.6527,190.2989,189.662,190.4509,190.6469,191.8238,191.9236,192.1895,189.8428,189.8428,188.3184,188.257,186.7028,185.7744,183.4094,184.2992,182.371,182.371,182.6372,182.9784,178.959,178.5955,175.0303,173.5614,168.6172,166.7664,164.3049,164.7218,161.6651,162.9447,167.4137,171.1125,174.4518,183.5483,209.8567,217.9869,226.6771,232.69,247.0436,247.0436,277.4837,303.8108,323.746,337.1637,338.9279,347.8174,347.0283,357.6674,381.9341,395.2295,426.1329,450.0333,480.8149,498.1354,508.2766,523.0893,541.0889,547.907,533.6588,543.5562,543.0561,543.0561,545.1034,541.8112,532.431,537.7474,520.3722,517.0526,506.746,506.746,499.9632,501.7436,494.7469,495.5992,489.0954,490.3017,483.1063,484.499,479.5593,481.4717,477.8595,480.6524,479.9481,483.5974,479.0249,482.5354
164.2085,164.2085,165.4951,166.4432,167.4491,168.4862,169.7913,170.7412,171.2711,172.4214,174.088,175.4481,177.764,179.7392,181.4903,182.1261,183.8886,185.2208,188.3331,188.4377,191.9405,192.0434,196.2094,196.2094,199.1626,198.9219,202.6649,202.524,205.9468,204.1865,208.8948,208.8948,213.2901,209.2977,216.8674,209.1986,215.0225,204.7695,215.1934,206.4131,207.229,203.5499,206.1452,204.4822,205.577,205.577,204.4895,200.8266,200.383,198.0086,199.4791,200.1468,200.9912,200.9912,196.0051,192.405,183.0566,178.6567,168.3513,163.2515,161.1878,159.7422,163.5445,163.5076,162.7777,161.7328,162.4994,163.5949,163.9883,164.5891,164.5665,164.3683,163.3436,163.8465,163.6321,163.6321,163.3535,164.4502,164.7425,166.0059,166.6615,168.2735,169.1818,169.1818,170.3476,172.4529,173.2817,175.6763,176.4288,179.0281,178.2013,181.1309,183.3792,185.7248,187.5135,189.9832,190.177,192.1279,191.718,193.7987,194.3684,195.4975,197.3647,197.9767,199.1477,199.1477,198.8342,199.6013,200.4902,201.0303,200.9671,201.4539,200.3316,200.3316,199.6084,200.306,199.8752,198.9401,197.559,198.3022,197.263,197.6973,197.6262,197.8741,197.4007,197.3761,196.108,195.9966,195.0149,194.7616,193.4293,193.0698,191.7544,191.5856,191.1523,191.1523,191.166,191.5435,191.1967,191.4158,190.6379,190.5711,189.701,189.6646,188.6302,188.5468,187.5896,187.8961,187.8078,188.3765,187.3501,187.7685,187.9956,188.9514,188.8569,189.7045,190.0639,190.0639,190.1812,190.6066,188.5857,188.2194,186.7129,186.9317,184.597,184.597,181.6117,181.5763,180.5575,180.8314,180.8619,180.4332,177.6148,175.9053,172.2157,171.0409,162.965,162.4189,160.8593,161.5916,158.8389,161.0295,165.7844,169.5951,181.1151,194.7396,215.1414,215.1414,224.7507,230.7707,241.8442,255.5904,286.1442,306.0445,319.2549,319.2549,329.8795,338.2281,353.6164,365.6491,395.252,407.5759,417.5827,439.6127,474.5334,492.5935,514.3923,527.5156,524.4697,528.8181,504.1878,512.291,510.7797,532.2454,527.6581,529.0684,515.2408,515.2408,502.9126,504.5128,497.1943,498.4919,492.3157,493.7658,486.8933,486.8933,480.4301,481.8045,476.0337,477.6188,473.4154,475.4402,469.8875,472.5748,471.0605,475.3215,474.7156,478.6017
166.7,164.9822,165.9621,166.5341,167.0909,167.5661,168.9028,170.2115,171.5794,172.7694,174.3633,175.8179,176.5747,178.2055,180.3992,182.1833,185.4837,187.4957,190.8233,190.8233,194.6112,195.7811,199.3579,199.68,203.252,202.4987,206.2973,206.2973,209.9319,210.539,214.6966,215.1139,219.7484,219.6301,228.0704,231.5533,237.9399,228.5541,220.1738,212.4886,212.9232,208.5265,213.3294,210.26,211.1417,208.2375,206.4301,203.1819,202.3727,202.3727,203.2185,203.3827,203.4365,199.9027,192.4844,187.4505,178.9669,178.9669,169.1605,164.377,160.6665,162.3541,164.8167,163.9709,161.698,160.3151,160.9919,162.7525,163.6423,164.2991,162.7146,162.7603,160.6183,161.7927,161.9747,162.5172,162.4962,163.5798,163.5764,163.5764,163.9962,165.5444,166.0769,168.2332,168.2722,170.7755,169.7789,172.0118,173.3181,175.2793,177.9191,180.8105,182.6404,185.2159,183.7542,185.8158,187.304,189.3831,191.5873,193.3884,193.5977,193.5977,194.1044,196.224,197.0142,198.1779,197.8177,199.3375,199.2816,199.2816,199.2605,199.7268,198.781,199.2312,198.6823,199.5215,198.6271,198.3327,196.3559,196.9998,196.3729,197.1066,196.7135,197.0199,196.1134,196.287,194.9822,195.0457,193.986,193.7075,192.1764,192.1764,190.7611,190.6895,190.1751,190.7331,190.3797,190.772,190.4325,190.4325,189.5599,189.7117,188.7176,188.7165,187.3929,187.4403,186.3413,186.2487,185.8638,186.8973,186.3511,186.8815,187.4769,188.1341,187.0355,188.0446,188.2733,189.2548,188.663,188.8551,186.806,186.806,184.5465,184.8689,182.8954,182.5276,179.8862,180.1474,178.846,178.846,177.5935,178.5836,174.9121,173.046,169.1827,166.519,161.3087,157.8385,155.151,157.3589,159.6767,162.483,168.2408,173.1289,178.4582,188.5542,208.1096,217.9307,227.2092,233.9081,247.7029,247.7029,276.2419,296.75,316.2945,322.6454,336.1746,345.7897,350.9384,362.3961,388.5149,403.0038,425.4235,453.0954,484.9992,500.4924,498.3133,508.0477,492.6785,497.0102,490.9952,498.8585,502.7208,502.7208,505.3017,508.3991,497.2365,500.2447,492.9383,495.0831,488.9978,488.9978,483.0726,484.6906,478.4917,479.5024,473.4021,474.394,467.5683,469.2392,465.1078,467.4142,464.3617,467.3818,466.4252,470.5784,466.7361,471.5814
172.0509,172.0509,172.0775,168.0928,168.5237,168.0038,169.6102,170.6318,171.7312,172.3951,174.3756,175.1863,177.4648,178.8239,181.2837,183.1279,184.3215,186.4289,190.0856,192.3357,196.3058,198.725,201.189,201.189,204.3484,206.6913,209.1799,209.5148,212.1778,213.4006,217.2334,217.2334,221.5098,224.1149,232.2093,238.9664,239.0711,230.7655,230.4657,223.6382,223.0993,217.706,217.6522,214.22,213.5974,213.5974,211.7821,208.4007,208.2771,205.214,206.9372,206.2518,200.8804,200.8804,196.7514,191.1652,182.2803,175.6408,166.3405,161.9649,161.1953,161.347,162.6156,162.8023,160.0508,159.4094,161.8249,163.13,162.3581,162.4467,160.4748,160.4931,159.5936,160.8552,160.1664,160.1664,159.8662,161.1255,160.8773,162.5017,162.9987,164.3268,164.9734,164.9734,165.653,167.3327,169.2987,171.4223,172.8004,175.1246,174.7208,177.4479,178.9422,181.4784,182.5924,185.1099,187.1118,189.0274,188.8345,191.1349,190.9856,192.0803,193.0163,195.6254,195.9517,195.9517,195.2869,197.1123,197.4235,198.3617,198.452,198.3862,197.8364,197.8364,197.2972,197.8427,197.4565,196.7117,195.7345,196.0638,194.9764,195.5953,195.4745,195.8814,195.0048,195.0017,193.7802,194.1201,192.9418,192.8652,191.4019,190.9389,189.7495,189.8517,189.5688,189.5688,189.2388,189.5654,189.2443,189.4284,188.4244,188.5824,187.5412,187.8562,186.5915,186.3365,185.1749,185.1046,185.0583,185.873,184.892,185.4285,185.9026,186.8006,186.3284,187.2603,187.4372,187.4372,186.8797,187.0604,185.5764,185.1406,182.9128,182.9472,181.1082,181.1082,178.5216,178.1644,176.7438,177.2566,175.7526,176.1158,173.4099,172.0878,167.5051,165.7627,156.3843,154.1038,154.9015,157.4992,159.3731,162.0303,167.1736,171.9535,184.3303,194.9041,210.5158,210.5158,222.9292,229.9979,241.8049,255.7197,288.7432,306.6764,319.5381,319.5381,328.9691,339.0388,353.9532,369.8218,389.6002,403.9278,404.8737,432.8447,470.7268,487.657,487.5689,488.9343,479.8784,484.6938,478.1456,485.5828,486.3156,495.1928,491.0659,494.442,487.9381,487.9381,482.0487,484.5086,479.2216,481.5287,475.4703,477.0497,471.1605,471.1605,465.176,466.257,461.1199,462.9513,459.2866,461.6369,456.1116,459.1992,458.3054,462.4319,464.2605,469.0722
177.7908,179.7307,172.0775,172.1346,172.1346,171.486,169.0778,170.7169,171.7312,173.8838,174.3756,176.5345,176.5345,178.9669,180.0089,182.9637,184.3215,188.1963,190.0856,193.7574,194.3507,197.4949,198.7215,200.6626,204.3484,207.4877,209.1799,209.852,211.2175,213.9392,215.5284,220.0526,221.5098,227.074,227.074,234.4255,239.7451,237.2599,230.4657,228.4416,223.0993,221.68,221.68,221.0705,217.2566,215.5992,211.7821,211.2811,208.2771,211.4281,208.4655,208.8633,205.6006,198.7871,196.7514,188.4872,182.2803,177.8528,172.021,164.0924,161.1953,161.4246,162.6156,161.1446,161.1446,159.3603,160.2832,161.9412,162.3581,160.4355,160.4748,158.766,158.766,157.8224,159.102,158.4455,159.8662,159.5056,160.8773,159.5219,161.6034,162.1388,163.4602,164.1172,165.653,166.8906,166.8906,168.4782,170.6777,172.167,174.7208,176.6355,178.9422,180.3004,180.3004,182.1714,184.5408,186.6585,188.8345,189.8974,190.9856,189.9076,191.2346,192.1534,194.3589,194.7613,195.2869,195.8011,197.4235,196.3871,197.6484,197.5214,197.6291,196.847,197.2972,197.0612,197.0612,195.9595,195.59,194.8318,194.9764,194.9217,195.4745,194.9268,194.9268,193.7739,193.6788,192.5753,192.9418,191.6569,191.4019,190.1665,189.8028,188.8918,189.1818,188.7506,189.2388,188.8893,189.2443,188.204,188.3222,187.3959,187.5412,186.7681,186.5915,185.272,185.272,184.2548,184.3043,184.3969,184.892,184.7256,185.9026,185.6729,185.6729,185.7057,186.5369,186.4822,186.8797,185.5352,185.5764,184.2491,183.4843,181.1062,181.1623,179.2652,178.5216,176.2821,176.7438,174.7299,175.4145,173.5484,173.4099,169.0451,167.5051,161.8783,161.8783,152.6101,152.1787,156.0339,159.3731,164.0775,167.1736,175.6368,175.6368,189.7415,199.2858,212.9483,222.9292,233.4188,241.8049,250.1916,268.4823,298.0078,309.8841,320.2977,328.9691,342.5507,342.5507,359.4247,375.4845,387.437,404.8737,436.8828,470.7268,482.5763,482.5763,477.1281,477.3235,470.96,478.1456,480.3383,486.3156,477.9214,484.3784,480.2411,484.8176,479.6016,482.0487,476.5108,479.2216,471.6217,473.9547,468.023,469.5679,464.049,465.176,459.314,459.314,454.7945,456.909,453.5148,456.1116,454.2904,458.3054,459.6954,459.6954,461.9149
186.2965,191.6666,186.058,183.0047,176.9612,176.3623,171.7719,172.8838,172.8838,175.2553,175.5424,177.5596,178.1901,180.3768,181.6622,184.8362,184.8362,188.2212,191.4409,196.3265,197.5418,199.6472,198.8501,200.6783,201.2317,206.4797,208.4725,211.3943,212.5008,217.1695,218.657,223.6751,224.6892,228.7377,230.1354,235.7704,238.7674,238.8973,238.8973,238.9607,233.5187,230.6991,225.3793,224.072,219.8994,222.3112,218.1515,218.4175,214.9121,213.743,210.7977,206.9117,201.9967,199.8122,197.9474,189.8106,183.5703,173.2634,168.5572,162.2728,162.2728,160.7528,160.8716,160.3208,159.7622,159.2327,160.7952,160.7853,160.7853,157.8819,158.0817,155.5485,156.4835,156.2059,157.4103,155.9142,157.0748,156.6342,158.1664,158.3661,160.3067,160.6104,162.4963,161.7232,163.7001,164.0782,165.9244,167.194,169.7673,171.468,171.468,173.0374,175.681,177.2098,179.7228,181.2558,183.7294,186.1935,186.1935,186.9679,188.3638,189.0052,190.2715,191.0624,193.4628,191.8622,193.2796,192.8823,194.5531,195.4654,196.7401,196.3238,196.6261,195.0967,195.518,195.0668,196.0429,194.6282,194.775,194.0079,194.0079,193.666,194.1506,193.7312,193.8509,192.5443,192.4574,191.4068,191.4068,190.4382,190.424,188.8666,188.7254,187.9489,188.3244,187.3366,187.958,187.8344,188.0948,187.2189,187.2795,186.3872,186.3872,185.5086,185.3612,184.2045,184.4033,183.8208,183.8765,183.6274,183.6274,183.2632,184.2503,184.1124,184.7672,184.9385,185.7594,185.0416,185.6955,184.2608,184.0812,182.7298,181.8067,179.4305,179.4566,177.4968,176.9989,175.0331,174.3655,172.9399,173.1601,171.3017,171.3017,167.8723,165.9094,161.3945,157.5681,149.4799,152.1063,157.8889,157.8889,163.1489,165.978,172.7876,179.6817,192.6375,202.0149,203.8201,215.1456,227.9749,238.7312,261.6416,282.3831,305.1152,311.9376,317.838,324.4551,339.0825,348.2911,363.2214,376.5586,389.6817,389.6817,411.3167,444.0407,468.7864,475.9878,468.3386,467.3593,463.5359,463.5359,465.7345,472.4438,468.6951,474.3977,472.8465,476.8145,468.5081,471.3898,466.1763,468.8861,464.2694,466.4555,460.6367,462.4238,455.4814,457.2824,451.3685,452.8206,448.4525,450.9427,447.8168,447.8168,445.7319,450.1465,452.0612,457.4608,459.0544
194.2259,193.5817,189.1055,188.2987,188.2987,188.5853,182.4198,185.8511,178.7727,179.7212,177.5383,180.0549,180.0549,183.1389,182.1423,185.5638,186.2788,190.4319,193.8418,195.7618,197.0697,201.1487,201.8937,203.7778,203.7957,209.8067,211.1285,215.3231,215.2757,219.9705,221.5285,228.8107,229.2945,231.8636,231.8636,236.5732,237.9921,242.2731,242.174,243.5365,237.5031,233.3132,233.3132,232.3234,227.3441,225.5389,221.8825,222.0127,217.9818,218.9965,214.6666,208.5261,203.7149,198.8065,195.8073,184.5248,178.4249,173.7362,169.6766,163.5348,160.9758,159.7258,159.8961,159.744,159.744,157.884,158.668,159.6589,159.7616,156.5981,155.722,152.8434,152.8434,153.5134,154.7317,154.7342,155.6128,154.9625,156.6434,155.1098,156.9901,158.151,159.7312,161.2583,162.6622,162.9183,162.9183,163.8118,166.3185,168.2138,170.6412,172.037,174.6997,176.3057,176.3057,178.2976,180.5802,182.8216,185.2699,185.4297,186.779,185.8843,188.4267,188.295,189.9537,189.7272,191.6278,192.1579,193.6243,192.7926,194.4856,193.6213,194.5563,193.8906,194.395,194.1736,194.1736,193.6092,193.6361,193.29,193.3864,192.9818,193.3587,192.6821,192.6821,191.6927,191.4606,190.3796,190.4118,189.3254,189.1289,187.8587,187.7224,186.8436,186.8218,186.6824,187.3776,187.1168,187.2342,186.3081,186.4298,185.2896,185.4575,184.5232,184.2668,183.2625,183.2625,182.8731,183.4881,182.8313,182.8776,182.7401,183.5829,183.329,183.329,183.7359,184.1961,184.3748,184.9202,182.6615,182.9414,181.3654,180.9728,178.4336,177.721,175.6053,175.222,173.7821,172.806,171.4078,170.8693,169.473,169.2472,165.3903,162.62,157.8499,157.8499,150.3867,150.4824,157.1223,160.2096,165.3909,168.6093,176.3484,176.3484,185.9801,194.3683,206.1296,216.5916,231.8672,244.6328,252.2005,277.1793,304.6093,312.2571,324.7099,331.8305,344.0978,344.0978,355.0711,368.6326,383.9195,394.204,413.3885,447.6967,466.2437,466.2437,464.1781,458.1889,449.6028,457.0865,457.7712,463.5567,456.8724,461.8988,460.6552,465.2173,460.3445,463.3452,458.6407,461.4374,454.0055,457.0281,451.8283,453.5706,448.5217,450.2741,444.7029,444.7029,440.3514,442.5613,439.5514,442.3099,441.1632,445.8477,447.8664,447.8664,449.8896
195.3437,194.8463,194.5115,195.2419,192.9889,193.2015,189.9419,193.7888,193.7888,192.3843,186.0348,189.1217,185.6027,189.3711,186.7733,191.1592,191.1592,195.4619,194.547,200.3189,199.9694,204.4739,205.0822,209.1134,207.9824,212.0319,214.0411,220.2843,220.0676,224.4396,226.3072,231.5188,233.3655,237.2459,235.4798,240.4454,241.4662,246.2169,246.2169,249.1095,245.9761,241.5648,236.6165,236.3975,230.4861,233.3442,229.4901,226.9834,222.719,216.9071,212.6271,204.1077,200.7054,199.4719,197.4095,187.3095,178.9334,170.5179,167.2387,163.0906,163.0906,159.9684,158.7879,158.087,157.6037,157.2184,158.5866,157.9366,157.9366,155.4538,154.0731,150.7676,152.3443,153.2437,153.9244,152.9224,153.2699,152.4303,153.5102,154.1025,156.2599,157.5871,159.4734,157.7619,159.5449,159.7872,161.5658,162.8145,165.5952,167.4055,167.4055,168.9807,171.5298,173.3822,175.5329,177.3393,179.9974,181.9681,181.9681,182.3387,183.774,184.1137,186.9818,186.5872,188.3976,186.2372,187.925,189.5069,191.2486,192.2086,193.0867,192.6698,193.4939,192.2642,192.9516,192.7842,193.3845,192.5293,192.9061,192.5412,192.5412,191.9888,192.1767,191.6604,191.8311,190.804,190.4333,189.1998,189.1998,188.1022,188.132,186.8317,186.7948,185.7899,186.0614,185.5953,186.082,185.9486,186.1994,185.3116,185.3953,184.206,184.206,183.5301,183.4774,182.5983,182.5419,182.1575,182.8666,182.039,182.039,181.4797,182.2946,181.9143,182.754,183.033,183.29,182.3295,183.4071,182.4618,181.4017,179.6283,179.1021,176.7264,175.8157,173.9727,173.7283,172.699,172.785,170.0178,169.5768,167.8075,167.8075,165.3917,162.5318,155.9925,153.512,149.3602,153.3544,159.6788,159.6788,164.5872,167.6048,173.4307,179.235,189.0767,197.2888,201.5203,209.8498,223.8292,236.3052,260.9712,288.4281,306.3036,315.808,315.8235,326.7995,336.1734,345.4323,355.6668,370.7778,380.2977,380.2977,392.0138,414.3272,443.6754,462.5184,448.312,446.2906,442.455,442.455,445.7188,451.8679,450.1161,455.2018,453.4671,457.3917,449.7407,452.6112,448.235,451.1685,446.6758,449.7773,444.6395,446.4907,439.7849,442.0845,437.11,438.5254,434.3393,436.9524,434.2773,434.2773,432.5376,436.4428,437.2438,443.2186,445.5904
