1210.129,1203.987,1192.279,1174.281,1145.236,1115.077,1099.559,1091.886,1087.68,1089.028,1117.933,1122.722,1079.935,1045.614,1018.318,996.6073,974.2413,953.7857,934.7187,918.4561,903.2709,882.866,859.2454,827.8766,779.4302,728.5004,714.1054,708.9138,708.4232,698.9846,688.435,681.4944,678.7558,680.3336,678.2216,676.5023,677.4709,670.4958,661.9565,662.5823,636.5638,611.1938,598.3054,592.3759,602.0833,602.5353,611.1767,630.3942,642.9191,684.6718,733.9073,809.5051,893.0956,926.5034,950.1254,977.1689,997.1003,1010.837,1023.849,1025.983,1014.275,998.9463,987.7778,982.2199,977.322,970.6639,961.5429,947.8525,938.9534,928.735,921.3206,912.689,903.7847,882.2407,849.6826,825.479,800.1628,770.2907,750.384,760.4094,768.0991,764.5427,732.5805,705.9461,694.7932,682.6897,704.722,742.9921,761.3351,750.7469,738.12,725.5841,715.0177,700.799,676.5184,659.6902,647.1451,636.0797,628.6655,615.3495,597.0278,598.5301,597.8607,566.1704,533.5422,510.4769,512.2119,553.3876,555.8896,535.4839,518.1984,500.2941,482.5429,462.1561,446.3857,431.9035,415.8935,404.2888,394.7711,392.5941,387.6736,386.285,391.386,383.7248,365.1837,346.8058,334.0958,322.5988,309.8527,298.0734,280.5774,260.4306,248.1927,239.561,232.3303,226.9246,224.3585,221.3325,218.7163,215.2378,215.9733,222.7561,221.3882,206.7006,176.1775,141.1331,116.0606,107.4332,98.07513,92.1883,91.80251
1200.805,1198.125,1179.945,1149.411,1121.236,1101.924,1092.744,1088.466,1086.336,1085.046,1103.366,1134.5,1122.472,1090.502,1064.463,1049.621,1016.816,980.3558,955.035,930.9666,908.4409,886.7742,860.1633,826.3597,786.3453,724.2525,696.7073,694.1928,694.9387,690.7834,680.9556,674.3549,670.5952,670.5393,668.5495,662.6551,655.2607,645.7794,630.168,608.678,581.9681,559.8879,550.3932,546.9053,547.2903,552.2398,576.4897,602.1785,628.482,667.2972,718.3788,775.0639,858.1002,889.1933,917.827,940.8807,956.3226,989.5872,1014.084,1005.771,1010.721,993.097,981.8864,976.319,973.2887,963.0868,947.4164,935.3912,925.6858,908.8486,906.3724,895.6298,877.87,857.6215,831.9262,806.5496,785.469,763.9495,740.5747,734.3323,736.1693,748.6583,731.7395,698.2659,678.9234,668.1448,688.2108,735.1467,754.828,748.0162,736.433,726.6561,716.5216,696.6348,674.5403,658.0552,642.9104,634.6375,627.8895,621.2229,616.626,613.0247,605.9855,588.952,562.9615,524.0319,503.1037,541.399,555.7675,538.7981,516.4381,502.0491,490.8193,475.5147,454.403,437.3376,423.2632,413.0912,396.9102,383.0418,377.7713,371.9955,370.0277,373.8967,364.0591,351.7767,340.4275,333.4073,322.2542,309.8104,292.1618,275.4861,259.4507,246.1152,236.8924,232.7128,227.592,224.2148,220.4534,216.3997,211.1719,210.0867,210.463,190.4187,156.9314,135.8427,128.4505,120.1752,108.5122,98.60818,92.55844
1183.132,1175.372,1149.913,1123.641,1106.308,1094.801,1088.383,1085.009,1083.014,1080.629,1088.372,1116.974,1157.358,1148.794,1125.291,1094.25,1059.677,1014.179,980.1025,949.1417,918.8619,889.2288,860.3188,816.5995,773.926,727.2861,685.5645,679.915,679.4647,680.2072,672.9231,666.8758,663.8734,661.9955,661.054,655.0103,645.9969,634.1896,620.3127,603.4749,584.4199,565.7747,552.2029,541.6309,537.4957,540.5493,559.6311,584.6863,610.2233,641.4606,689.2783,737.6444,795.4053,845.4049,880.4011,900.5848,927.0566,962.5646,978.4229,954.8329,970.975,979.7568,977.2737,969.8293,956.1001,940.3369,918.3703,900.5051,903.3187,882.6791,869.1956,863.8273,851.5443,835.8648,818.1068,799.0593,781.6656,760.9789,738.3597,717.3359,700.6632,705.3569,702.9916,682.0664,665.4799,656.9356,669.6454,714.685,748.6116,744.6941,733.1032,722.7019,712.5184,694.5422,674.2984,656.3622,643.186,635.8374,630.4883,626.277,620.8997,614.4361,606.4737,600.2814,587.251,531.6021,495.2699,510.6704,549.9837,543.0793,521.8704,504.8169,491.7407,480.3891,466.6778,447.4957,427.8347,418.1091,406.6425,395.6144,382.0639,369.6456,363.1761,352.0489,343.0847,337.918,326.264,328.1755,329.8464,321.5237,306.3259,288.0656,273.6885,257.9915,244.8488,239.35,232.7165,227.9643,223.9561,219.4278,213.7056,204.3175,193.442,168.7263,153.4338,146.2359,139.7089,132.8587,121.2116,111.2711,100.9249
1151.812,1141.971,1125.46,1109.807,1098.221,1090.11,1084.781,1081.242,1078.631,1075.849,1077.613,1098.809,1143.196,1188.788,1198.513,1158.282,1106.165,1056.976,1006.968,969.3106,934.7742,897.5062,862.8113,821.0886,765.1233,721.5882,682.1943,668.7762,664.9539,666.4478,664.0487,659.6929,657.2082,654.468,652.3504,648.4732,639.593,628.5016,614.6147,598.5252,582.6412,568.2065,555.841,544.8124,536.2711,537.8178,546.2219,564.16,593.4794,625.4404,668.5039,713.028,763.0757,807.1899,830.7222,869.7433,898.292,931.9329,933.8687,912.486,924.0632,935.6253,941.7546,954.0164,934.6587,923.025,913.1286,884.5685,882.0216,873.4681,855.9956,843.0979,836.0608,830.9263,811.9902,791.9684,788.0188,770.6666,749.8936,724.8622,688.5141,671.2055,668.4954,659.5605,648.1736,645.6641,664.8434,700.7169,731.968,731.8419,720.0446,711.7505,700.782,690.3438,681.0746,661.3969,645.4955,635.3521,628.5548,623.1096,620.8813,618.3465,609.3903,599.8615,576.1956,524.0193,486.8932,485.2506,537.3212,541.6359,526.1175,510.0297,494.3139,478.2752,464.2435,449.0727,432.0489,421.3604,410.787,400.7973,391.4485,380.5362,373.9648,364.48,357.532,349.5396,331.2265,317.0642,312.0305,314.3879,307.6855,289.2475,273.4836,259.7364,261.1274,254.974,245.9576,239.2974,232.2995,225.5818,219.3224,208.579,187.2131,145.2854,149.6973,149.7775,147.7028,144.0337,136.5275,126.344,113.0566
1132.792,1124.27,1114.902,1104.398,1094.617,1086.439,1081.007,1076.763,1073.505,1071.135,1071.316,1084.101,1120.288,1182.972,1227.952,1201.205,1167.297,1116.534,1035.711,979.988,939.7703,897.3045,861.55,816.4844,761.4755,720.0986,682.0397,663.6754,654.3348,652.2318,654.2231,651.7036,649.121,646.4067,641.9494,637.5645,630.7258,619.3629,607.3794,591.6994,576.6277,564.96,555.2203,547.0312,536.8116,531.201,534.4454,546.2285,578.0053,610.6618,651.5616,697.3604,731.5074,768.6769,806.4409,866.6769,906.8307,931.5179,909.9137,875.6659,880.6625,889.9943,906.8152,932.4133,928.506,916.6251,907.9733,884.8735,858.0831,854.2497,852.6411,836.0499,824.1719,812.7405,797.5892,797.9631,784.2103,770.0248,759.2995,735.9628,702.4257,674.7101,654.7819,643.2144,634.4504,651.2242,675.8631,697.2314,714.6812,718.3446,710.7637,698.9648,689.3826,680.1728,672.9291,661.9635,649.6798,635.9813,622.7794,607.1,600.4656,610.584,610.1598,599.3314,568.0159,517.924,477.9528,464.8604,517.5685,534.9255,528.9861,512.2001,499.0117,485.5986,469.1666,454.9301,440.2197,426.3327,415.5795,407.746,400.1276,389.1597,378.8076,373.1324,368.8953,360.5515,341.1303,323.0518,307.215,295.5947,289.4149,280.4879,272.0923,272.2814,271.6059,267.7232,260.0989,251.7435,242.9513,234.2196,223.9674,208.7246,183.3866,149.6719,131.9483,147.1285,148.266,146.7277,143.9192,137.1961,118.4373
1125.05,1116.715,1110.143,1102.678,1093.539,1084.041,1077.028,1071.93,1068.316,1066.145,1065.532,1070.855,1091.769,1139.542,1201.785,1213.507,1194.907,1151.138,1070.171,985.4943,942.1198,918.8848,883.2611,810.0206,756.8715,718.8625,684.7611,660.8745,647.1801,640.4161,642.5767,642.8356,639.463,635.9374,629.6975,622.9733,616.0544,606.2704,594.9883,582.1165,568.4824,558.6472,551.7526,546.2719,538.6218,529.1527,528.7452,539.3958,566.0788,601.7556,647.6645,692.7581,725.4097,763.6161,811.6345,860.7386,885.1445,899.6098,892.3519,845.4393,836.2018,845.8522,874.9252,901.6622,924.2401,911.0309,898.4091,887.5227,868.3962,847.1525,837.3086,825.8017,815.7905,808.0631,813.3543,823.6447,809.4246,781.8251,761.9013,744.8426,724.6191,692.4758,665.9207,643.5043,629.2362,649.4756,676.9113,698.4331,717.4799,720.0149,708.0173,696.3481,690.6521,686.4899,680.0825,671.1119,659.6349,646.1116,636.7056,619.6915,587.6134,580.3508,583.4067,574.1699,567.9777,521.0121,478.2431,451.4804,487.3261,524.8368,530.0989,514.4742,498.1429,482.8163,468.9532,460.5694,450.8253,435.5637,419.9902,408.6542,401.1547,394.3345,385.5558,377.5519,370.7238,363.1571,349.115,325.9926,309.5704,299.597,290.1637,286.3569,283.1045,283.0072,278.818,273.7657,266.0379,256.6406,250.1795,239.3616,223.2005,203.296,176.4347,137.8024,130.8318,145.3793,146.3828,143.2788,139.2858,130.1213,108.2116
1118.521,1111.625,1107.834,1101.895,1092.877,1082.571,1073.368,1066.854,1062.931,1060.311,1058.941,1061.734,1075.724,1107.438,1163.289,1203.512,1197.949,1153.803,1086.3,1003.456,969.0573,956.6508,909.8582,814.5247,765.7776,725.5129,693.6473,657.6928,641.0429,632.4233,630.8843,632.0103,628.0545,622.1317,615.321,605.9402,597.7296,589.1206,578.3553,567.8317,558.0732,550.8362,546.4757,543.5106,539.3767,530.7499,524.4627,532.0689,565.4976,604.9096,643.9641,686.8885,727.7988,767.6512,811.0232,830.4246,831.0145,851.1214,841.1812,810.0667,800.7183,818.7784,845.9312,878.2477,911.523,912.2955,899.9045,889.3747,875.5647,873.5416,862.9067,848.7493,834.0969,830.1076,834.4329,842.3415,830.3738,796.8123,759.0395,721.7446,707.6174,685.1438,666.6887,646.2272,620.5647,636.2769,662.4213,699.5969,731.1786,730.7742,713.025,702.5052,697.5294,690.2939,678.9922,671.406,668.3828,660.0129,642.965,624.389,603.2287,572.6826,548.4885,528.9527,531.4154,517.6908,486.6601,441.1085,460.6278,503.8428,524.72,514.5444,501.1255,486.5443,470.3001,455.0796,444.377,432.0269,417.5305,407.9723,400.5951,386.7213,381.1271,376.1264,368.1286,361.2559,348.0214,327.1634,310.0472,299.9864,296.1745,294.001,293.3715,292.9196,283.3962,274.5656,262.6069,258.1349,252.5345,240.3442,220.2194,192.3392,154.4316,120.137,132.3231,141.7771,141.6994,139.5365,135.525,117.585,94.46429
1112.57,1107.221,1104.647,1100.202,1092.348,1081.212,1070.321,1062.205,1057.152,1053.876,1052.332,1054.922,1066.606,1090.961,1138.996,1194.046,1195.405,1156.861,1094.95,1032.419,990.3335,958.7133,924.8481,828.6782,779.7758,746.8726,709.9767,654.5989,633.4233,625.1185,621.7352,619.2448,614.4937,607.1907,599.4381,589.806,578.1811,569.8499,560.9174,551.6915,545.9692,542.163,539.9865,539.816,537.8948,531.8309,522.5442,519.5552,537.011,596.1048,643.5126,678.9561,716.3719,746.9555,767.9214,774.1594,788.1462,817.4957,804.5253,777.8263,770.9223,794.6586,822.7977,863.4741,904.6183,913.1258,902.7175,894.6665,892.1533,893.8912,881.9346,865.7524,853.8743,848.7997,854.3658,854.123,830.9901,796.6398,760.7569,725.444,682.9827,660.8508,644.8579,633.9986,614.3976,612.551,641.5134,680.5624,714.4194,730.1176,711.7338,696.3519,682.9933,670.0081,663.08,667.2998,674.342,671.5737,646.5726,621.8222,607.9104,588.5206,552.29,510.0151,489.0398,481.8863,468.264,430.2109,424.7954,473.3981,504.2447,507.5708,496.759,480.1621,464.5865,450.201,439.1747,429.7018,415.97,400.7521,397.1525,377.5801,365.1509,360.6842,352.2883,344.7515,333.3812,316.3923,306.3,301.0215,297.4182,296.5865,297.4136,296.5191,286.5831,267.9245,260.7594,258.0095,252.5762,238.4744,214.8161,178.6307,136.3514,109.1762,123.692,135.9316,135.0321,129.1139,122.5485,98.61346,89.8153
1106.078,1101.346,1099.101,1096.074,1090.61,1079.482,1067.164,1057.663,1051.274,1047.372,1045.717,1048.078,1059.333,1081.176,1126.707,1188.9,1193.557,1176.488,1118.619,1046.427,989.0429,947.3872,908.9096,847.6235,817.3395,793.8873,733.5728,660.4708,626.3051,618.436,614.1493,606.8049,599.8688,591.6668,583.6857,575.6199,564.8208,554.2659,547.1595,539.6218,533.8036,533.835,533.4196,534.8066,534.8077,530.9254,521.9862,513.045,517.1268,548.3257,609.2213,644.2865,684.2802,706.7232,725.4415,732.1433,758.876,784.5697,775.6241,753.5652,743.0858,775.8927,810.2712,855.4558,900.1625,923.5413,915.5219,910.8074,909.1261,897.3589,871.1682,851.8952,843.0165,837.0685,838.0211,838.2729,819.4736,789.1963,761.7745,737.6918,703.5298,684.3605,657.2856,627.6059,615.7238,597.9336,627.4902,662.9875,688.6992,709.996,703.3041,680.0331,661.9101,651.381,646.0685,653.7896,668.2015,666.3961,644.5845,617.2914,601.7791,590.4615,565.8937,528.1913,490.0903,463.8334,449.0226,425.5809,402.2702,437.2279,466.0198,475.8936,473.9669,466.6956,456.0524,448.3275,435.6367,412.9393,396.6998,378.4597,378.7837,371.8781,352.5748,342.229,337.051,331.4325,323.2412,314.53,306.5605,300.9416,297.7861,297.0687,295.2429,291.2651,278.7868,261.6209,257.3582,256.5885,250.5862,232.7504,207.4733,170.7341,136.0733,110.4148,106.5202,127.944,130.4082,122.3266,111.1885,92.75787,89.01635
1096.479,1094.16,1091.501,1086.956,1077.67,1068.739,1057.373,1048.594,1042.985,1039.882,1038.403,1040.376,1051.161,1071.855,1112.004,1175.666,1187.363,1184.084,1149.163,1064.942,1011.987,964.4062,918.9131,876.9135,854.3747,828.9778,777.2305,696.5865,628.0813,613.8061,605.1901,597.0419,586.0927,576.5089,568.8058,562.7851,556.8959,546.2518,538.3352,532.6348,526.5087,526.6696,528.126,529.3595,530.267,528.0488,521.1946,512.0447,508.8651,524.7067,563.2939,606.9868,660.63,699.9994,692.4612,691.6024,731.3573,748.6733,726.608,707.248,721.726,764.3605,797.3681,847.6105,897.3961,933.7369,936.374,932.7797,921.726,896.0231,868.4973,851.2669,838.8093,826.9929,813.2168,806.0784,795.8354,769.6081,745.6793,730.9099,714.6642,696.8679,672.5637,637.1467,610.4279,596.2613,620.9445,649.0631,656.4448,679.4527,692.9712,671.6091,649.3035,634.3738,628.3958,636.9781,652.8637,655.5522,643.9229,621.5112,597.3002,580.8481,563.5629,540.2277,512.7308,481.2436,452.3969,425.723,393.734,406.7005,425.9786,443.4456,444.6836,441.4477,438.062,431.3725,417.4746,397.3338,385.0262,371.694,348.13,354.9971,343.5735,326.0346,330.3926,330.0135,328.5842,325.7661,318.2616,307.6245,295.1846,288.5067,285.6165,279.6363,266.1909,259.0943,254.6096,252.8064,244.5089,224.2698,194.8316,159.34,133.5054,114.9566,99.32606,119.3122,125.1608,116.469,102.1389,89.78506,88.47735
